"gene","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro"
"THOC6",4826,3444,3941,3652,3716,3444
"THOC7",13010,9968,9512,9283,9068,9744
"THOC7-AS1",8,2,4,7,4,2
"THOP1",12111,8962,10572,9177,10341,9113
"THPO",47,33,33,39,35,33
"THRA",3227,2790,2661,2549,2542,2305
"THRAP3",33487,28083,31241,28241,29272,28489
"THRB",5831,4549,4848,4705,4823,4628
"THRIL",2403,2204,2195,2061,2048,2227
"THRSP",19,8,18,14,15,16
"THSD1",5287,3575,4405,3837,3814,3975
"THSD4",6154,5418,5566,5208,5214,5296
"THSD4-AS1",0,0,0,0,0,0
"THSD7A",131,133,127,115,117,134
"THSD7B",13,13,12,7,9,14
"THTPA",1592,1135,1314,1238,1247,1197
"THUMPD1",15306,12458,13121,11594,11433,12163
"THUMPD2",3629,2658,2906,2681,2592,2598
"THUMPD3",13710,10745,10897,10113,9774,10385
"THUMPD3-AS1",1817,1261,1844,1599,1676,1294
"THY1",59068,46134,44669,43239,43823,43485
"THYN1",6909,5052,5537,4990,4916,4959
"TIA1",21711,17197,21161,18564,18752,16932
"TIAL1",18395,13597,15345,13987,13597,13487
"TIAM1",6856,6285,6268,5806,5868,6274
"TIAM1-AS1",129,93,90,89,87,88
"TIAM2",1158,1043,1070,1067,1203,984
"TICAM1",2087,1560,1672,1595,1731,1589
"TICAM2",0,0,0,1,0,1
"TICRR",10545,8989,11214,10059,10172,9186
"TIE1",25,15,26,27,22,10
"TIFA",5105,3695,3697,3694,3696,3741
"TIFAB",1,0,0,1,0,1
"TIGAR",8316,5712,6562,5850,5422,5823
"TIGD1",647,454,543,534,524,493
"TIGD2",2840,2187,2431,2244,2099,2269
"TIGD3",379,351,343,336,331,314
"TIGD4",52,35,53,34,45,39
"TIGD5",5,6,1,3,5,6
"TIGD6",966,773,828,742,726,813
"TIGD7",539,455,497,424,410,445
"TIGIT",2,2,3,2,3,0
"TIMD4",99,51,78,69,62,64
"TIMELESS",27763,21897,25401,22999,23261,22339
"TIMM10",7805,5452,5491,5460,5365,5581
"TIMM10B",8850,6612,6939,6692,6653,6613
"TIMM13",6208,4420,4432,4362,4689,4642
"TIMM17A",21034,15864,15623,14764,14173,15609
"TIMM17B",7347,5253,5628,5352,5517,5234
"TIMM21",8283,6109,6408,5943,6031,6190
"TIMM22",0,0,2,0,0,0
"TIMM23",14652,10754,11054,10440,10265,10688
"TIMM23B",928,730,933,832,785,755
"TIMM29",2821,2003,2149,1987,1937,1902
"TIMM44",8383,6138,6643,6286,6717,6138
"TIMM50",9215,6718,7083,6528,6976,6809
"TIMM8A",3381,2311,2594,2253,2162,2330
"TIMM8B",5383,3824,3733,3653,3710,3938
"TIMM9",6747,5086,5342,5016,4917,5332
"TIMMDC1",9871,7264,7495,6935,7292,7290
"TIMP1",20000,14791,16062,15355,14945,14424
"TIMP2",74224,55118,59420,56392,56179,56871
"TIMP3",9973,8342,8287,7570,7457,7769
"TIMP4",304,223,212,242,228,219
"TINAG",2,1,0,0,0,0
"TINAGL1",25613,18117,18723,18277,18770,18748
"TINCR",115,84,110,82,97,75
"TINF2",12428,9397,10247,9398,9499,9241
"TIPARP",11561,15121,9850,8857,9675,10004
"TIPIN",6513,4890,5108,4725,4493,4939
"TIPRL",17226,13262,13596,12400,12253,12999
"TIRAP",2521,1847,2039,1851,1825,1835
"TJAP1",7465,5813,6978,6217,6475,5774
"TJP1",526,568,261,279,241,278
"TJP2",20462,18460,17324,16191,16568,16859
"TJP3",455,339,401,380,384,312
"TK1",40483,29756,29922,28355,31091,30090
"TK2",3017,2399,2492,2368,2488,2279
"TKFC",4323,3283,3712,3370,3606,3280
"TKT",85404,63292,69587,64896,70049,65888
"TKTL1",5,2,2,1,2,2
"TKTL2",4,3,4,5,6,7
"TLCD1",2249,1539,1675,1653,1609,1461
"TLCD2",1,1,1,2,2,1
"TLCD3A",9928,7590,7722,7404,7176,7262
"TLCD3B",76,63,72,79,70,57
"TLCD4",13582,10782,10934,10443,10240,10618
"TLCD4-RWDD3",102,72,111,86,86,72
"TLCD5",4087,3090,3696,3367,3213,3210
"TLDC2",7757,5758,6276,5974,5642,5976
"TLE1",8467,6937,6832,6677,6701,6563
"TLE1-DT",0,0,1,2,0,0
"TLE2",1536,1130,1356,1221,1299,1128
"TLE3",6639,4902,5886,5441,5492,5341
"TLE4",13801,10290,11728,11121,10870,10816
"TLE5",31462,22946,24079,23107,23686,22957
"TLE6",195,180,175,153,156,153
"TLE7",0,0,0,0,0,0
"TLK1",20139,16119,16477,15480,15221,16061
"TLK2",12332,10314,10316,9483,9203,9879
"TLL1",4073,3117,3409,3288,3307,3311
"TLL2",2287,1527,1883,1765,1812,1731
"TLN1",67089,60161,67440,62529,65143,60706
"TLN2",3553,3125,3335,3067,3228,3204
"TLNRD1",8882,6650,6478,6347,5760,5827
"TLR1",212,165,235,180,175,172
"TLR10",5,3,8,2,5,11
"TLR2",3153,3610,2617,2445,2452,2470
"TLR3",2052,1658,1776,1668,1583,1724
"TLR4",4937,3973,3841,3936,3810,4105
"TLR5",119,84,130,113,84,106
"TLR6",1448,861,1212,1192,1135,1151
"TLR7",9,5,10,6,4,6
"TLR8",0,0,0,0,0,0
"TLR9",19,20,21,17,13,13
"TLX1",20,16,19,16,14,15
"TLX1NB",0,0,1,0,0,5
"TLX2",187,134,136,109,143,129
"TLX3",5,5,3,15,2,2
"TM2D1",4857,3871,3780,3684,3494,3682
"TM2D2",8838,7014,6863,6356,6578,6636
"TM2D3",6378,4728,5023,4436,4565,4747
"TM4SF1",16625,10192,12085,11672,10695,11655
"TM4SF1-AS1",21,13,12,8,6,9
"TM4SF18",23,25,33,35,22,27
"TM4SF19",0,0,0,0,0,0
"TM4SF19-AS1",112,51,82,71,72,73
"TM4SF20",5,2,3,2,2,0
"TM4SF4",249,185,174,161,193,176
"TM4SF5",1,0,4,0,0,1
"TM6SF1",1293,1091,981,978,960,999
"TM6SF2",1,0,1,1,1,0
"TM7SF2",9735,6912,7757,7501,8053,7168
"TM7SF3",25051,19775,19943,18845,18560,19344
"TM9SF1",25489,19765,20368,19247,19257,19117
"TM9SF2",43265,34066,34537,32331,31554,33151
"TM9SF3",82863,66067,66135,61848,58118,63183
"TM9SF4",23177,18324,19692,18367,18449,18028
"TMA16",9682,7337,7600,7114,6737,7414
"TMA7",10060,7112,6798,6792,7067,7496
"TMBIM1",15534,12344,12664,12174,11958,11723
"TMBIM4",9001,6741,6696,6460,6149,6826
"TMBIM6",155388,124340,125690,117824,116454,120547
"TMBIM7P",3,0,2,0,0,0
"TMC1",3,0,2,2,0,1
"TMC2",5,3,3,5,0,4
"TMC3",37,16,19,36,25,25
"TMC4",6,3,4,7,7,5
"TMC5",29,26,37,23,28,33
"TMC6",689,465,588,532,586,535
"TMC7",826,548,744,638,647,689
"TMC8",22,13,15,16,15,12
"TMCC1",4469,3771,3890,3586,3513,3585
"TMCC1-DT",126,104,135,116,137,114
"TMCC2",2153,1418,1741,1580,1680,1660
"TMCC3",3977,3299,3296,3198,3122,3172
"TMCO1",20521,15312,15757,14887,14555,15621
"TMCO2",3,1,2,1,0,2
"TMCO3",12561,10007,10328,9652,9653,9620
"TMCO4",3956,3030,3269,2974,3257,3166
"TMCO5A",1,0,1,2,0,0
"TMCO6",1210,961,1222,1103,1197,925
"TMED1",7198,5274,5434,5175,5629,5618
"TMED10",73232,58631,58037,54198,53628,58018
"TMED11P",0,0,0,0,0,0
"TMED2",67923,51833,52208,48905,47354,50663
"TMED3",10591,7818,8006,7642,7817,7696
"TMED4",16466,12490,13586,12366,12414,12610
"TMED5",34784,28474,29371,26934,25601,27817
"TMED6",126,91,116,113,105,81
"TMED7",23679,19387,19086,18111,17367,18830
"TMED7-TICAM2",0,0,0,0,0,0
"TMED8",16791,13847,15104,13734,13812,14174
"TMED9",46241,35072,33331,32380,33310,34869
"TMEFF1",20,19,11,14,11,10
"TMEFF2",209,185,159,193,168,160
"TMEM100",5,22,6,10,20,8
"TMEM101",5139,3918,3919,3771,3860,3883
"TMEM102",2252,1792,1817,1707,1862,1671
"TMEM104",7961,6023,6781,6140,6489,6297
"TMEM105",5,4,1,3,7,2
"TMEM106A",1330,936,1204,1081,1149,1014
"TMEM106B",11942,9756,10394,9716,9314,10002
"TMEM106C",36407,27825,28581,27030,26411,26481
"TMEM107",2017,1499,1572,1528,1517,1426
"TMEM108",41,29,44,38,27,33
"TMEM109",18773,14455,14668,13908,14234,14199
"TMEM11",5836,4321,4443,4255,4464,4467
"TMEM114",1,0,0,0,0,0
"TMEM115",9308,7065,7434,6647,7125,7052
"TMEM116",1492,1068,1131,1067,1120,1061
"TMEM117",1834,1541,1614,1453,1497,1568
"TMEM119",0,2,2,0,4,2
"TMEM120A",2471,1872,1956,1802,1904,1749
"TMEM120B",4911,3636,3961,3661,3959,3456
"TMEM121",573,371,409,405,389,325
"TMEM121B",829,611,739,671,585,600
"TMEM123",91627,75636,73372,69457,66962,72116
"TMEM125",0,1,0,0,0,1
"TMEM126A",4211,3078,3061,2986,2885,3122
"TMEM126B",9789,7107,7229,6957,6757,7035
"TMEM127",19541,15435,16148,15239,15188,15320
"TMEM128",3685,2669,2886,2582,2670,2776
"TMEM129",4759,3669,3872,3647,3731,3526
"TMEM130",264,154,218,191,193,201
"TMEM131",16741,14529,16338,14491,14777,14613
"TMEM131L",3607,3200,3250,3038,2947,2836
"TMEM132A",5615,4044,4724,4140,4471,3966
"TMEM132B",4,3,6,7,3,5
"TMEM132C",0,0,0,0,0,0
"TMEM132D",0,0,1,0,0,1
"TMEM132D-AS1",8,4,1,4,0,1
"TMEM132D-AS2",0,0,0,0,0,0
"TMEM132E",5,2,1,7,5,6
"TMEM132E-DT",8,2,4,7,4,4
"TMEM134",2152,1466,1739,1548,1713,1466
"TMEM135",7349,5738,6205,5812,5518,5738
"TMEM138",4572,3316,3694,3355,3321,3224
"TMEM139",354,275,315,287,311,251
"TMEM140",2256,1931,1951,1791,1854,1843
"TMEM141",3894,2864,2933,2784,2875,2978
"TMEM143",770,585,757,642,728,567
"TMEM144",2926,2183,2343,2031,2011,2151
"TMEM145",855,634,785,709,772,592
"TMEM147",7095,5015,5254,4977,4879,4930
"TMEM147-AS1",621,472,667,576,626,440
"TMEM14A",8411,6495,6503,6224,6074,6309
"TMEM14B",16032,12079,12236,11616,11635,12085
"TMEM14C",18806,14588,14573,13240,13626,14455
"TMEM14EP",2,0,2,2,1,0
"TMEM150A",1317,918,1058,972,1000,931
"TMEM150B",33,25,48,36,39,18
"TMEM150C",183,161,194,172,188,171
"TMEM151A",22,22,24,19,9,13
"TMEM151B",14,14,16,17,27,14
"TMEM154",4248,2692,3587,3542,3082,3290
"TMEM156",345,240,292,210,243,227
"TMEM158",2243,1257,1556,1512,1294,1431
"TMEM160",2502,1687,1560,1600,1269,1161
"TMEM161A",3279,2244,2672,2442,2769,2267
"TMEM161B",2658,2042,2446,2099,2023,1881
"TMEM161B-DT",404,260,279,264,261,279
"TMEM163",90,65,73,68,54,35
"TMEM164",4483,4331,4059,3856,3994,3960
"TMEM165",15418,12050,11914,11089,11021,11308
"TMEM167A",16709,13023,13680,12629,12018,12671
"TMEM167B",9834,7794,8035,7287,6963,7683
"TMEM168",1744,1310,1455,1330,1315,1251
"TMEM169",1161,828,932,857,875,987
"TMEM17",720,528,505,547,538,492
"TMEM170A",6492,5564,5696,5247,5360,5411
"TMEM170B",4867,4090,4325,3854,3882,3980
"TMEM171",517,489,398,399,408,386
"TMEM174",0,5,4,3,2,1
"TMEM175",1316,1023,1269,1052,1110,937
"TMEM176A",0,0,0,0,1,0
"TMEM176B",0,0,0,0,1,0
"TMEM177",3758,2757,2885,2727,2847,2940
"TMEM178A",63,38,54,55,45,30
"TMEM178B",4990,5017,4662,4572,4722,4797
"TMEM179",0,0,0,0,0,0
"TMEM179B",3866,3045,3107,2942,2981,2966
"TMEM18",7390,5558,5700,5455,5431,5491
"TMEM181",13072,10731,11537,10638,10754,10424
"TMEM182",1572,1190,1319,1258,1142,1159
"TMEM183A",7034,5444,5608,5098,5189,5364
"TMEM184A",1360,1005,1311,1128,1283,1019
"TMEM184B",18923,15266,15812,14573,15230,14840
"TMEM184C",11149,9027,9499,8805,8603,9047
"TMEM185A",2134,1775,1847,1702,1847,1618
"TMEM185B",10858,8310,8560,8186,8046,8100
"TMEM186",1566,1087,1207,1110,1139,1148
"TMEM187",1096,816,841,859,868,842
"TMEM19",10290,8117,8121,7760,7617,7905
"TMEM190",144,75,159,137,149,103
"TMEM191B",41,22,37,25,36,33
"TMEM191C",170,27,28,20,26,13
"TMEM192",9410,7063,7490,6846,6799,7098
"TMEM196",0,0,0,0,0,1
"TMEM198",810,579,648,629,704,569
"TMEM198B",897,704,1067,941,1007,670
"TMEM199",7054,5299,5622,5278,5107,5274
"TMEM200A",5294,3453,4183,3850,3487,3942
"TMEM200B",3666,2890,2987,2812,2949,2655
"TMEM200C",0,0,2,0,0,3
"TMEM201",6942,5270,6123,5544,5957,5311
"TMEM202",0,0,0,0,0,0
"TMEM203",6359,4767,4579,4531,4551,4573
"TMEM204",20,14,26,20,14,9
"TMEM205",4728,3478,3537,3742,3663,3393
"TMEM207",1,0,0,2,0,0
"TMEM208",3830,2678,2787,2733,2773,2789
"TMEM209",5717,4600,4786,4694,4490,4664
"TMEM210",0,0,0,0,0,0
"TMEM212",1,1,1,0,0,1
"TMEM213",0,0,0,0,0,0
"TMEM214",21762,16708,19169,17461,17823,16137
"TMEM215",3,1,1,1,3,1
"TMEM216",3232,2246,2437,2216,2148,2251
"TMEM217",1263,769,1011,866,805,847
"TMEM218",2753,1967,2137,2132,2092,1991
"TMEM219",9191,6836,7350,6917,7199,6839
"TMEM220",60,39,69,49,51,39
"TMEM220-AS1",0,1,0,0,0,0
"TMEM221",122,66,68,73,92,78
"TMEM222",6488,4785,5300,4686,4931,4830
"TMEM223",2335,1709,1706,1731,1753,1646
"TMEM225",0,0,0,0,0,0
"TMEM225B",147,100,119,145,104,116
"TMEM229A",1,2,2,2,0,3
"TMEM229B",531,408,424,396,448,441
"TMEM230",13533,10143,10389,9749,9720,10003
"TMEM231",1140,946,969,906,952,881
"TMEM232",76,60,67,60,71,59
"TMEM233",0,0,0,0,1,0
"TMEM234",974,715,881,750,839,688
"TMEM235",0,0,0,1,0,0
"TMEM236",51,40,36,29,39,34
"TMEM237",12665,9821,10218,9449,9425,9664
"TMEM238",135,83,69,71,84,70
"TMEM238L",3,0,1,0,4,1
"TMEM239",33,18,24,11,16,21
"TMEM240",216,148,157,130,151,118
"TMEM241",1120,999,927,906,999,945
"TMEM242",4391,3417,3374,3106,3082,3488
"TMEM243",3499,2553,2629,2491,2516,2497
"TMEM244",72,37,67,50,53,61
"TMEM245",16930,16244,15999,14795,14888,15314
"TMEM246-AS1",3,3,1,1,1,3
"TMEM247",0,0,0,0,0,0
"TMEM248",17879,14146,14579,13589,13674,13952
"TMEM249",290,225,352,235,335,183
"TMEM25",3609,2471,2943,2713,2845,2660
"TMEM250",5969,4611,4543,4341,4557,4658
"TMEM251",7,2,12,7,5,10
"TMEM252",0,0,1,0,0,0
"TMEM253",107,65,107,98,95,75
"TMEM254",3792,2964,3066,2797,2706,2738
"TMEM255A",858,714,812,727,667,682
"TMEM255B",1721,1321,1391,1349,1386,1309
"TMEM256",3165,2157,2185,2130,2225,2300
"TMEM258",8077,5984,5900,5745,5871,5698
"TMEM259",15223,11253,12926,11855,12184,10794
"TMEM26",149,107,119,112,123,112
"TMEM260",4351,3532,3888,3500,3475,3529
"TMEM262",14,12,16,17,7,16
"TMEM263",42196,33688,34640,31758,30331,33093
"TMEM265",1662,1266,1461,1272,1273,1336
"TMEM266",38,25,36,19,28,14
"TMEM267",2843,2179,2224,2160,2087,2176
"TMEM268",5371,4132,4346,4137,4120,4170
"TMEM269",36,32,40,26,34,19
"TMEM270",12,6,9,1,4,8
"TMEM272",2,4,3,0,2,3
"TMEM273",41,20,19,10,23,16
"TMEM277P",14,13,24,26,18,26
"TMEM30A",29046,24457,24982,23284,22757,23679
"TMEM30B",0,0,0,0,0,0
"TMEM30CP",2,0,0,0,1,1
"TMEM31",6,2,4,2,2,2
"TMEM33",12709,9741,10201,9810,9161,10195
"TMEM35A",2,1,2,1,2,1
"TMEM35B",4140,2959,2947,3003,2836,3016
"TMEM37",1363,863,973,966,981,975
"TMEM38A",553,465,418,421,466,428
"TMEM38B",6204,5129,4933,4852,4766,5012
"TMEM39A",9741,7458,8558,7694,7712,7571
"TMEM39B",4398,3165,3669,3257,3391,3290
"TMEM40",1937,1365,1366,1308,1219,1336
"TMEM41A",12002,9130,9726,9017,8672,9309
"TMEM41B",13441,10538,10963,10502,10331,10591
"TMEM42",858,674,689,668,699,614
"TMEM43",33489,27825,27605,26187,26391,26165
"TMEM44",7277,5918,6187,5523,5820,5357
"TMEM45A",1077,785,775,766,770,777
"TMEM45B",61,34,46,40,53,48
"TMEM47",11149,11055,9543,8976,8716,9267
"TMEM50A",8828,7054,6894,6675,6291,6601
"TMEM50B",5,4,36,6,5,10
"TMEM51",3925,2921,3063,2877,2825,2887
"TMEM51-AS1",23,19,18,15,23,18
"TMEM51-AS2",2,0,1,1,0,0
"TMEM52",138,72,97,68,89,74
"TMEM52B",60,34,47,47,47,43
"TMEM53",1126,767,850,806,809,846
"TMEM54",7046,5000,5075,4917,4792,4679
"TMEM59",36856,28009,27521,26567,25759,27166
"TMEM59L",61,44,52,47,44,52
"TMEM60",2598,1975,1923,1901,1862,1879
"TMEM61",26,27,22,11,16,23
"TMEM62",8484,6801,6774,6551,6221,6537
"TMEM63A",4702,4064,4997,4484,4619,3911
"TMEM63B",7504,5684,6414,6030,6179,5806
"TMEM63C",202,272,191,200,193,168
"TMEM64",9449,8164,7977,7384,7253,7929
"TMEM65",11499,9462,9301,9075,8552,9097
"TMEM67",2425,1958,2147,2004,1953,1917
"TMEM68",5055,3995,4023,3849,3642,3928
"TMEM69",5615,4315,4443,4163,4146,4253
"TMEM70",6235,4557,4648,4258,3999,4363
"TMEM71",10,14,7,13,11,9
"TMEM72",2,0,2,2,1,2
"TMEM72-AS1",10,2,2,5,1,1
"TMEM74",90,82,69,57,80,67
"TMEM74B",49,41,64,47,63,40
"TMEM79",1515,1163,1323,1179,1265,1104
"TMEM80",1564,1159,1534,1212,1380,1137
"TMEM81",351,243,256,234,245,237
"TMEM82",0,0,2,2,1,1
"TMEM86A",431,293,385,334,387,348
"TMEM86B",552,424,598,495,539,420
"TMEM87A",19159,15566,15739,14810,14450,15056
"TMEM87B",14759,12095,12874,12105,11675,11924
"TMEM88",18,9,18,7,18,8
"TMEM88B",0,2,1,0,0,1
"TMEM89",14,10,22,22,26,16
"TMEM8B",1360,997,1238,1136,1228,1067
"TMEM9",13528,10098,10234,9517,9607,9824
"TMEM91",186,130,154,134,138,114
"TMEM92",262,182,214,227,205,204
"TMEM92-AS1",16,10,24,15,16,12
"TMEM94",8033,6337,7877,7054,7301,6347
"TMEM95",1,1,1,1,1,1
"TMEM97",20165,14827,15110,15848,15510,14791
"TMEM98",8662,6788,6670,6269,6390,6411
"TMEM9B",13232,10192,10155,9298,9327,10015
"TMEM9B-AS1",137,94,130,108,95,86
"TMF1",22627,18650,20395,18442,18111,18830
"TMIE",117,99,109,123,95,95
"TMIGD1",1,0,0,0,0,0
"TMIGD2",1,0,2,2,1,3
"TMIGD3",8,6,7,2,4,4
"TMLHE",2031,1640,1701,1569,1504,1513
"TMLHE-AS1",7,2,6,3,6,4
"TMOD1",1405,1224,1142,1129,1177,1057
"TMOD2",3968,3531,3881,3487,3623,3468
"TMOD3",34453,31005,29263,27792,27488,29267
"TMOD4",48,39,52,49,42,34
"TMPO",120022,92029,94719,89697,86941,90545
"TMPO-AS1",1330,986,1094,1001,967,1009
"TMPPE",441,427,433,430,436,458
"TMPRSS11A",0,0,0,0,0,0
"TMPRSS11B",1,1,1,0,0,0
"TMPRSS11D",0,0,1,2,2,1
"TMPRSS11E",0,0,0,0,0,0
"TMPRSS11F",5,3,4,1,0,1
"TMPRSS12",0,0,0,1,0,0
"TMPRSS13",18,16,11,18,15,20
"TMPRSS15",1036,836,858,829,825,788
"TMPRSS2",249,210,239,228,241,221
"TMPRSS3",143,94,118,116,122,112
"TMPRSS4",2,1,2,0,3,1
"TMPRSS5",48,36,56,40,52,34
"TMPRSS6",71,58,71,56,53,52
"TMPRSS7",15,13,17,14,11,13
"TMPRSS9",131,74,153,88,97,54
"TMSB10",167903,124965,121392,117479,121199,123530
"TMSB15A",444,269,273,237,286,269
"TMSB15B",17,2,1,2,27,6
"TMSB4X",128932,91624,92805,90376,91732,96154
"TMSB4Y",0,0,0,0,0,0
"TMTC1",931,883,820,762,855,808
"TMTC2",636,505,585,507,533,512
"TMTC3",14415,12541,12331,12025,11642,12446
"TMTC4",5671,4275,4611,4509,4509,4358
"TMUB1",4179,3040,3211,3037,3281,2818
"TMUB2",4194,3257,3755,3228,3444,3159
"TMX1",40825,32224,32796,30695,29819,31600
"TMX2",12908,9771,10422,9791,9580,9762
"TMX3",35941,29307,30823,28177,27894,29145
"TMX4",7982,6607,6850,6528,6490,6847
"TNC",34717,32205,32847,31750,31418,30568
"TNF",0,0,0,0,0,0
"TNFAIP1",16723,12159,13457,12378,12177,12596
"TNFAIP2",18411,12118,15907,14862,14644,13673
"TNFAIP3",5582,4920,4933,4690,4361,4017
"TNFAIP6",22,4,15,11,7,7
"TNFAIP8",3627,2811,2793,2646,2619,2639
"TNFAIP8L1",3827,2635,2939,2802,2917,2868
"TNFAIP8L2",5,2,13,9,3,5
"TNFAIP8L3",455,723,346,341,404,325
"TNFRSF10A",2834,2314,2210,2171,2167,2143
"TNFRSF10A-DT",996,768,798,780,778,792
"TNFRSF10B",31685,25078,27951,25982,25635,25060
"TNFRSF10C",19,16,23,18,14,20
"TNFRSF10D",3742,3005,3438,2924,3067,2947
"TNFRSF11A",1093,889,858,825,831,855
"TNFRSF11B",876,458,666,647,527,565
"TNFRSF12A",32904,21061,23767,22482,21740,22881
"TNFRSF13B",1,0,0,0,0,1
"TNFRSF13C",116,89,188,135,146,92
"TNFRSF14",62,8,6,5,9,8
"TNFRSF17",4,2,0,5,4,2
"TNFRSF18",84,29,64,44,62,39
"TNFRSF19",1056,692,906,776,776,803
"TNFRSF1A",19822,15697,15473,15029,14928,14647
"TNFRSF1B",290,328,242,227,256,255
"TNFRSF21",6875,4845,5623,5114,5054,5274
"TNFRSF25",1064,796,1163,990,943,709
"TNFRSF4",11,9,11,11,6,3
"TNFRSF6B",19,6,22,17,14,16
"TNFRSF8",112,74,102,87,104,87
"TNFRSF9",1676,799,1106,1131,945,964
"TNFSF10",4351,3195,3267,3373,2935,3330
"TNFSF11",0,0,2,0,0,0
"TNFSF12",644,510,519,474,496,484
"TNFSF12-TNFSF13",0,0,0,0,0,0
"TNFSF13",957,782,832,757,856,780
"TNFSF13B",230,169,190,179,159,169
"TNFSF14",68,51,74,65,49,42
"TNFSF15",152,92,115,117,100,106
"TNFSF18",1,3,4,8,6,4
"TNFSF4",105,119,84,97,96,75
"TNFSF8",0,0,2,2,0,1
"TNFSF9",15599,10062,11419,11212,11090,10699
"TNIK",8390,6720,7602,7192,7006,7211
"TNIP1",14434,11458,11399,11164,11350,11120
"TNIP2",4671,3501,3608,3295,3484,3517
"TNIP3",16,13,13,17,11,11
"TNK1",4482,3337,3728,3514,3711,3337
"TNK2",4027,3468,3750,3394,3772,2974
"TNKS",13557,12621,13208,11972,12240,12474
"TNKS1BP1",19311,19909,17310,15912,17247,16439
"TNKS2",29283,25054,26670,24696,23833,24821
"TNKS2-DT",135,89,96,83,99,108
"TNMD",1,0,0,1,0,0
"TNN",5,3,6,0,2,2
"TNNC1",117,86,75,71,85,75
"TNNC2",15,6,19,15,13,20
"TNNI1",18,6,4,4,9,2
"TNNI2",2,4,1,0,2,2
"TNNI3",23,32,29,20,24,22
"TNNI3K",1,0,0,0,1,0
"TNNT1",3206,2359,2445,2364,2447,2392
"TNNT2",765,550,594,581,597,607
"TNNT3",9,9,19,11,7,5
"TNP1",0,0,0,0,0,0
"TNP2",0,0,0,0,0,0
"TNPO1",62031,55004,54598,50348,49014,52882
"TNPO2",18348,14860,17690,16372,16608,14636
"TNPO3",15570,12828,13601,12545,12425,12818
"TNR",0,0,0,0,0,0
"TNRC18",8665,7085,7665,7469,7919,7199
"TNRC6A",16483,14376,16291,14371,14821,14113
"TNRC6B",5326,4647,4852,4592,4664,4541
"TNRC6C",1209,1079,1225,1091,1107,1134
"TNS1",7201,6708,6876,6610,6687,6471
"TNS2",5240,5066,5173,4675,5105,4151
"TNS2-AS1",382,291,363,330,342,289
"TNS3",10495,9301,9211,9370,9604,8955
"TNS4",115,111,77,98,88,93
"TNXB",0,0,6,0,0,0
"TOB1",6738,5359,5733,5493,5442,4922
"TOB1-AS1",71,46,46,60,56,58
"TOB2",15028,12485,12971,12170,12263,12071
"TOE1",4868,3598,3996,3755,3693,3632
"TOGARAM1",8420,7138,7638,6945,6745,6998
"TOGARAM2",82,55,75,68,62,59
"TOLLIP",10926,8390,8587,7837,8337,8279
"TOLLIP-DT",112,85,88,82,81,109
"TOM1",4682,3382,3827,3435,3553,3472
"TOM1L1",6741,5339,5513,5188,5336,5432
"TOM1L2",10209,8276,9206,8334,9008,8804
"TOMM20",42626,33610,33770,31792,30498,32495
"TOMM20L",24,13,25,22,18,17
"TOMM22",14203,10589,10467,9951,10234,10947
"TOMM34",17950,13939,14439,13485,13321,13552
"TOMM40",15926,11527,12229,11520,11614,11362
"TOMM40L",4255,3257,3315,3201,3229,3188
"TOMM5",14179,10042,10017,9783,9595,9975
"TOMM6",13364,9676,10153,9204,9361,9377
"TOMM7",8324,5946,6049,5786,5743,5940
"TOMM70",27758,22143,22345,21032,19753,21574
"TONSL",11741,8923,11735,9910,11154,9112
"TOP1",39196,33099,34349,32500,31089,32508
"TOP1MT",6686,5176,5296,4764,5184,5223
"TOP2A",193871,165696,175291,161855,159932,165351
"TOP2B",54808,45678,46894,44893,42901,44878
"TOP3A",11208,8751,10218,9012,9587,9186
"TOP3B",5910,4489,6026,5150,5486,4408
"TOPAZ1",2,1,3,2,0,2
"TOPBP1",37849,31879,33074,30920,29929,31133
"TOPORS",10087,8250,8548,7771,7632,8324
"TOR1A",13562,10197,10089,9776,9478,10063
"TOR1AIP1",25427,20085,21610,19519,19182,20173
"TOR1AIP2",17098,14072,14989,13533,13475,14627
"TOR1B",7617,5843,6182,5668,5731,5769
"TOR2A",2620,1804,2137,1901,2054,1933
"TOR3A",12656,9395,9494,9204,9063,9436
"TOR4A",7154,5155,5406,5173,5308,5055
"TOX",227,187,168,216,175,159
"TOX2",2394,2082,2070,1993,1876,1858
"TOX3",0,0,0,0,0,1
"TOX4",19080,15346,16234,15094,15108,15011
"TP53",26665,20496,22353,21310,21815,20821
"TP53AIP1",4,6,17,8,5,8
"TP53BP1",26736,22894,24748,23292,23522,22637
"TP53BP2",14896,12466,12677,11754,11635,11896
"TP53I11",1421,1022,1174,1132,1157,1057
"TP53I13",4864,3660,4242,3789,4235,3398
"TP53I3",8876,6837,7598,6709,7107,6695
"TP53INP1",12546,11027,12471,11145,10981,10594
"TP53INP2",8595,6624,7374,7068,6852,6627
"TP53RK",7264,5398,5704,5281,5036,5079
"TP53TG3",0,0,0,0,0,0
"TP53TG3B",0,0,0,0,0,0
"TP53TG3C",0,0,0,0,0,0
"TP53TG3D",0,0,0,0,0,1
"TP53TG3E",0,0,0,0,0,0
"TP53TG3F",0,0,0,0,0,0
"TP53TG5",64,52,45,49,50,43
"TP63",20,6,16,9,6,10
"TP73",2003,1695,1667,1556,1803,1585
